CORRESPONDING SHOT,EVENT_ID,MOMENT_NUMBER,MOMENT_DATA
3,260,259,"[3, 1445995293384, 598.7, 15.89, None, [[-1, -1, 33.32756, 23.20869, 3.38965], [1610612737, 2594, 17.11247, 38.4755, 0.0], [1610612737, 200794, 5.91021, 29.13537, 0.0], [1610612737, 201143, 23.21412, 18.0245, 0.0], [1610612737, 201952, 33.58554, 22.54723, 0.0], [1610612737, 203145, 22.04301, 37.83844, 0.0], [1610612765, 101141, 8.71139, 26.9995, 0.0], [1610612765, 202704, 27.72667, 23.57603, 0.0], [1610612765, 202694, 20.09738, 34.6838, 0.0], [1610612765, 203484, 14.16501, 39.81411, 0.0], [1610612765, 203083, 17.92797, 22.13508, 0.0]]]"
3,260,286,"[3, 1445995294465, 597.61, 14.99, None, [[-1, -1, 21.35293, 41.88573, 2.952], [1610612737, 2594, 15.96689, 31.19471, 0.0], [1610612737, 200794, 7.89653, 34.06925, 0.0], [1610612737, 201143, 21.59385, 16.8396, 0.0], [1610612737, 201952, 33.82834, 22.56564, 0.0], [1610612737, 203145, 21.89756, 42.62146, 0.0], [1610612765, 101141, 9.56627, 32.75621, 0.0], [1610612765, 202704, 25.57793, 25.23302, 0.0], [1610612765, 202694, 14.34888, 32.50496, 0.0], [1610612765, 203484, 16.22104, 33.62971, 0.0], [1610612765, 203083, 17.00389, 20.81025, 0.0]]]"
3,260,293,"[3, 1445995294745, 597.32, 14.76, None, [[-1, -1, 20.39876, 42.26181, 1.94007], [1610612737, 2594, 14.68314, 29.13465, 0.0], [1610612737, 200794, 8.80684, 34.65554, 0.0], [1610612737, 201143, 21.4729, 16.32259, 0.0], [1610612737, 201952, 34.02111, 22.31619, 0.0], [1610612737, 203145, 21.37471, 43.22146, 0.0], [1610612765, 101141, 10.61562, 34.33669, 0.0], [1610612765, 202704, 24.18099, 25.24877, 0.0], [1610612765, 202694, 14.06556, 33.13461, 0.0], [1610612765, 203484, 15.91118, 32.48117, 0.0], [1610612765, 203083, 16.28049, 21.03886, 0.0]]]"
3,260,395,"[3, 1445995298824, 593.21, 22.45, None, [[-1, -1, 7.27134, 27.08741, 2.82306], [1610612737, 2594, 8.07021, 22.78815, 0.0], [1610612737, 200794, 1.17529, 32.82846, 0.0], [1610612737, 201143, 31.50047, 21.28209, 0.0], [1610612737, 201952, 46.61422, 24.29208, 0.0], [1610612737, 203145, 24.90992, 44.77218, 0.0], [1610612765, 101141, 6.50647, 26.8321, 0.0], [1610612765, 202704, 14.14292, 31.79923, 0.0], [1610612765, 202694, 42.56389, 46.79703, 0.0], [1610612765, 203484, 11.00234, 24.80073, 0.0], [1610612765, 203083, 12.51231, 21.69052, 0.0]]]"
3,260,426,"[3, 1445995300064, 591.96, 21.41, None, [[-1, -1, 11.9402, 27.68095, 4.07696], [1610612737, 2594, 11.83032, 24.13506, 0.0], [1610612737, 200794, 1.59887, 33.47045, 0.0], [1610612737, 201143, 45.55926, 22.37741, 0.0], [1610612737, 201952, 58.34456, 28.25168, 0.0], [1610612737, 203145, 36.95142, 42.21334, 0.0], [1610612765, 101141, 7.11788, 26.35592, 0.0], [1610612765, 202704, 14.58712, 32.09507, 0.0], [1610612765, 202694, 57.62937, 45.71365, 0.0], [1610612765, 203484, 11.09031, 24.29527, 0.0], [1610612765, 203083, 28.14099, 19.34333, 0.0]]]"
3,260,515,"[3, 1445995303624, 588.38, 18.42, None, [[-1, -1, 65.62549, 11.35191, 5.85614], [1610612737, 2594, 56.67815, 19.03712, 0.0], [1610612737, 200794, 40.81687, 33.77767, 0.0], [1610612737, 201143, 79.19061, 21.42188, 0.0], [1610612737, 201952, 83.50827, 32.97296, 0.0], [1610612737, 203145, 69.85401, 21.93703, 0.0], [1610612765, 101141, 55.89828, 29.37584, 0.0], [1610612765, 202704, 58.31892, 28.42194, 0.0], [1610612765, 202694, 82.71656, 36.66138, 0.0], [1610612765, 203484, 67.21341, 5.63921, 0.0], [1610612765, 203083, 77.31987, 22.38561, 0.0]]]"
4,81,27,"[1, 1445991971108, 263.08, 23.96, None, [[-1, -1, 34.60292, 38.81981, 2.91845], [1610612737, 200794, 59.42774, 33.83094, 0.0], [1610612737, 200757, 49.61334, 5.67657, 0.0], [1610612737, 201168, 15.59771, 29.1058, 0.0], [1610612737, 203934, 72.64728, 7.9409600000000005, 0.0], [1610612737, 203471, 33.70596, 40.32843, 0.0], [1610612765, 202704, 60.07222, 31.83819, 0.0], [1610612765, 202694, 61.79396, 29.59738, 0.0], [1610612765, 203484, 66.74855, 9.02314, 0.0], [1610612765, 203083, 67.66528, 24.97725, 0.0], [1610612765, 1626169, 78.82955, 12.74186, 0.0]]]"
4,81,67,"[1, 1445991972709, 261.48, 22.16, None, [[-1, -1, 50.78251, 42.29644, 3.56874], [1610612737, 200794, 78.36426, 34.07082, 0.0], [1610612737, 200757, 61.76461, 3.86973, 0.0], [1610612737, 201168, 39.06039, 25.19936, 0.0], [1610612737, 203934, 86.09972, 28.59541, 0.0], [1610612737, 203471, 50.37252, 41.42809, 0.0], [1610612765, 202704, 63.39733, 35.62495, 0.0], [1610612765, 202694, 76.57613, 31.27154, 0.0], [1610612765, 203484, 71.94122, 9.24263, 0.0], [1610612765, 203083, 72.84149, 25.28237, 0.0], [1610612765, 1626169, 86.95232, 24.06086, 0.0]]]"
4,81,83,"[1, 1445991973348, 260.84, 21.43, None, [[-1, -1, 55.4759, 43.22757, 4.57391], [1610612737, 200794, 82.08443, 33.58005, 0.0], [1610612737, 200757, 65.23131, 3.3149800000000003, 0.0], [1610612737, 201168, 47.82266, 23.4161, 0.0], [1610612737, 203934, 87.83704, 37.29071, 0.0], [1610612737, 203471, 55.041, 42.47066, 0.0], [1610612765, 202704, 64.23306, 38.16158, 0.0], [1610612765, 202694, 79.9076, 32.11492, 0.0], [1610612765, 203484, 71.63784, 8.95803, 0.0], [1610612765, 203083, 70.82497, 25.10658, 0.0], [1610612765, 1626169, 87.82339, 32.58813, 0.0]]]"
4,81,95,"[1, 1445991973828, 260.36, 20.89, None, [[-1, -1, 58.06203, 43.75489, 2.4132], [1610612737, 200794, 81.64995, 34.91742, 0.0], [1610612737, 200757, 67.44477, 3.0274, 0.0], [1610612737, 201168, 53.55021, 22.1354, 0.0], [1610612737, 203934, 87.81428, 41.3618, 0.0], [1610612737, 203471, 57.37317, 43.04086, 0.0], [1610612765, 202704, 64.79225, 39.52018, 0.0], [1610612765, 202694, 80.47808, 33.50125, 0.0], [1610612765, 203484, 72.02419, 8.90695, 0.0], [1610612765, 203083, 69.21, 25.08145, 0.0], [1610612765, 1626169, 88.14112, 38.06748, 0.0]]]"
4,81,130,"[1, 1445991975228, 258.96, 19.31, None, [[-1, -1, 63.78406, 47.04034, 3.40997], [1610612737, 200794, 78.95637, 38.04255, 0.0], [1610612737, 200757, 70.755, 2.90206, 0.0], [1610612737, 201168, 63.07993, 19.05814, 0.0], [1610612737, 203934, 92.4217, 36.03744, 0.0], [1610612737, 203471, 63.49327, 45.65909, 0.0], [1610612765, 202704, 68.31171, 42.60013, 0.0], [1610612765, 202694, 79.01905, 36.06418, 0.0], [1610612765, 203484, 74.01151, 8.73733, 0.0], [1610612765, 203083, 72.22752, 23.78326, 0.0], [1610612765, 1626169, 89.05865, 35.42119, 0.0]]]"
4,81,155,"[1, 1445991976228, 257.95, 18.19, None, [[-1, -1, 80.38642, 43.3344, 9.671990000000001], [1610612737, 200794, 81.58725, 40.31277, 0.0], [1610612737, 200757, 72.60341, 3.4124600000000003, 0.0], [1610612737, 201168, 62.89061, 20.41969, 0.0], [1610612737, 203934, 92.02181, 20.345, 0.0], [1610612737, 203471, 69.29828, 45.8938, 0.0], [1610612765, 202704, 72.75734, 42.76992, 0.0], [1610612765, 202694, 81.45891, 38.07952, 0.0], [1610612765, 203484, 75.55185, 9.62328, 0.0], [1610612765, 203083, 75.90027, 23.60694, 0.0], [1610612765, 1626169, 90.05631, 26.95464, 0.0]]]"
4,81,242,"[1, 1445991979708, 254.47, 24.0, None, [[-1, -1, 89.32195, 24.4712, 7.46926], [1610612737, 200794, 70.87933, 38.23882, 0.0], [1610612737, 200757, 63.76207, 12.63278, 0.0], [1610612737, 201168, 57.75934, 19.31574, 0.0], [1610612737, 203934, 77.59464, 6.8986, 0.0], [1610612737, 203471, 93.93227, 23.19147, 0.0], [1610612765, 202704, 90.19939, 27.45029, 0.0], [1610612765, 202694, 82.55015, 36.96409, 0.0], [1610612765, 203484, 68.07705, 24.31272, 0.0], [1610612765, 203083, 72.34492, 23.19869, 0.0], [1610612765, 1626169, 86.78561, 22.6766, 0.0]]]"
4,81,249,"[1, 1445991979988, 254.19, 24.0, None, [[-1, -1, 88.87182, 23.78577, 4.04127], [1610612737, 200794, 67.22229, 36.63618, 0.0], [1610612737, 200757, 60.27218, 14.96157, 0.0], [1610612737, 201168, 55.07322, 19.80283, 0.0], [1610612737, 203934, 74.53142, 8.24048, 0.0], [1610612737, 203471, 91.84092, 23.98053, 0.0], [1610612765, 202704, 90.24667, 27.55169, 0.0], [1610612765, 202694, 83.16978, 36.51063, 0.0], [1610612765, 203484, 64.80316, 26.61271, 0.0], [1610612765, 203083, 70.25468, 23.09286, 0.0], [1610612765, 1626169, 85.20654, 22.10286, 0.0]]]"
4,81,257,"[1, 1445991980308, 253.87, 24.0, None, [[-1, -1, 88.63905, 23.51532, 3.10594], [1610612737, 200794, 62.94236, 35.11255, 0.0], [1610612737, 200757, 56.24449, 17.90408, 0.0], [1610612737, 201168, 51.75445, 20.34544, 0.0], [1610612737, 203934, 70.58525, 9.9052, 0.0], [1610612737, 203471, 90.33479, 24.95837, 0.0], [1610612765, 202704, 90.20101, 27.35165, 0.0], [1610612765, 202694, 84.51463, 35.89826, 0.0], [1610612765, 203484, 60.53078, 29.25322, 0.0], [1610612765, 203083, 67.33025, 23.20644, 0.0], [1610612765, 1626169, 82.5552, 20.82097, 0.0]]]"
4,81,300,"[1, 1445991982027, 252.14, 23.38, None, [[-1, -1, 88.76054, 22.49919, 3.72579], [1610612737, 200794, 43.48349, 30.16005, 0.0], [1610612737, 200757, 32.52497, 31.39275, 0.0], [1610612737, 201168, 34.5049, 22.87173, 0.0], [1610612737, 203934, 47.83529, 15.437570000000001, 0.0], [1610612737, 203471, 86.11545, 23.63902, 0.0], [1610612765, 202704, 87.16893, 23.04742, 0.0], [1610612765, 202694, 92.42755, 30.69688, 0.0], [1610612765, 203484, 37.10035, 42.45223, 0.0], [1610612765, 203083, 46.82616, 23.46228, 0.0], [1610612765, 1626169, 58.95587, 11.29729, 0.0]]]"
5,92,124,"[1, 1445992070985, 163.01, 18.51, None, [[-1, -1, 66.86207, 13.91403, 2.60682], [1610612737, 200794, 58.98637, 24.49503, 0.0], [1610612737, 200757, 88.75459, 46.93479, 0.0], [1610612737, 201168, 71.16979, 8.18141, 0.0], [1610612737, 203934, 67.22878, 12.66978, 0.0], [1610612737, 203471, 62.45436, 42.30339, 0.0], [1610612765, 202704, 86.89699, 33.83838, 0.0], [1610612765, 202694, 73.15439, 26.64296, 0.0], [1610612765, 203484, 69.72677, 11.67027, 0.0], [1610612765, 203083, 80.08243, 16.84181, 0.0], [1610612765, 1626169, 71.11592, 23.00446, 0.0]]]"
5,92,198,"[1, 1445992073944, 160.04, 15.27, None, [[-1, -1, 72.4073, 38.34803, 0.9149400000000001], [1610612737, 200794, 65.77216, 28.54213, 0.0], [1610612737, 200757, 88.61987, 47.02518, 0.0], [1610612737, 201168, 81.92613, 15.64386, 0.0], [1610612737, 203934, 69.13237, 8.84377, 0.0], [1610612737, 203471, 70.23925, 37.94543, 0.0], [1610612765, 202704, 85.9078, 37.07103, 0.0], [1610612765, 202694, 74.40944, 33.93288, 0.0], [1610612765, 203484, 71.23826, 19.57445, 0.0], [1610612765, 203083, 84.17692, 18.14498, 0.0], [1610612765, 1626169, 70.03532, 28.55149, 0.0]]]"
5,92,215,"[1, 1445992074625, 159.36, 14.68, None, [[-1, -1, 73.23497, 38.40017, 3.13048], [1610612737, 200794, 64.47564, 27.67584, 0.0], [1610612737, 200757, 88.95027, 46.75932, 0.0], [1610612737, 201168, 81.84214, 16.92302, 0.0], [1610612737, 203934, 75.58401, 5.25481, 0.0], [1610612737, 203471, 74.03617, 39.45062, 0.0], [1610612765, 202704, 86.10346, 37.52317, 0.0], [1610612765, 202694, 78.06358, 34.61728, 0.0], [1610612765, 203484, 71.66663, 17.71036, 0.0], [1610612765, 203083, 84.76457, 19.32579, 0.0], [1610612765, 1626169, 71.02233, 28.00988, 0.0]]]"
5,92,250,"[1, 1445992076024, 157.96, 13.37, None, [[-1, -1, 66.99305, 41.94322, 2.49853], [1610612737, 200794, 61.83665, 26.14187, 0.0], [1610612737, 200757, 90.29171, 47.00754, 0.0], [1610612737, 201168, 81.89737, 15.39699, 0.0], [1610612737, 203934, 86.68071, 1.8540800000000002, 0.0], [1610612737, 203471, 68.09588, 42.69511, 0.0], [1610612765, 202704, 87.62386, 37.86599, 0.0], [1610612765, 202694, 75.8986, 36.56165, 0.0], [1610612765, 203484, 80.4885, 14.24342, 0.0], [1610612765, 203083, 84.13629, 20.27526, 0.0], [1610612765, 1626169, 70.03311, 28.45213, 0.0]]]"
5,92,328,"[1, 1445992079145, 154.83, 10.47, None, [[-1, -1, 61.61353, 41.83349, 3.5944000000000003], [1610612737, 200794, 58.10981, 17.13049, 0.0], [1610612737, 200757, 89.76095, 47.39614, 0.0], [1610612737, 201168, 87.77067, 11.5605, 0.0], [1610612737, 203934, 80.01426, 1.9655, 0.0], [1610612737, 203471, 59.99372, 41.65061, 0.0], [1610612765, 202704, 87.78417, 38.37429, 0.0], [1610612765, 202694, 70.80438, 36.09993, 0.0], [1610612765, 203484, 82.13898, 11.297789999999999, 0.0], [1610612765, 203083, 85.37972, 17.80597, 0.0], [1610612765, 1626169, 68.80156, 23.94978, 0.0]]]"
5,92,352,"[1, 1445992080105, 153.87, 9.58, None, [[-1, -1, 67.06649, 38.29562, 1.00125], [1610612737, 200794, 59.4851, 16.43897, 0.0], [1610612737, 200757, 89.7695, 47.40763, 0.0], [1610612737, 201168, 90.70994, 9.7838, 0.0], [1610612737, 203934, 79.7796, 2.05362, 0.0], [1610612737, 203471, 66.97355, 37.34947, 0.0], [1610612765, 202704, 87.79224, 38.17123, 0.0], [1610612765, 202694, 71.96907, 34.54989, 0.0], [1610612765, 203484, 81.20578, 12.70248, 0.0], [1610612765, 203083, 86.73896, 17.93239, 0.0], [1610612765, 1626169, 70.66594, 23.89269, 0.0]]]"
5,92,479,"[1, 1445992085184, 148.78, 4.85, None, [[-1, -1, 67.32982, 13.87944, 2.5933200000000003], [1610612737, 200794, 67.08626, 16.2056, 0.0], [1610612737, 200757, 67.61312, 38.31236, 0.0], [1610612737, 201168, 80.12097, 36.33239, 0.0], [1610612737, 203934, 79.53543, 2.48915, 0.0], [1610612737, 203471, 89.29568, 20.15108, 0.0], [1610612765, 202704, 71.55609, 33.70143, 0.0], [1610612765, 202694, 88.5446, 21.82068, 0.0], [1610612765, 203484, 80.89605, 14.57234, 0.0], [1610612765, 203083, 84.93593, 29.34767, 0.0], [1610612765, 1626169, 67.99081, 18.4611, 0.0]]]"
5,92,492,"[1, 1445992085704, 148.26, 4.37, None, [[-1, -1, 75.94187, 17.22363, 3.75695], [1610612737, 200794, 74.40378, 16.901040000000002, 0.0], [1610612737, 200757, 67.68512, 38.3189, 0.0], [1610612737, 201168, 80.34621, 34.63052, 0.0], [1610612737, 203934, 79.88574, 2.16916, 0.0], [1610612737, 203471, 88.26055, 17.4731, 0.0], [1610612765, 202704, 72.81845, 33.59949, 0.0], [1610612765, 202694, 86.99254, 21.09033, 0.0], [1610612765, 203484, 80.16221, 15.01831, 0.0], [1610612765, 203083, 85.72853, 28.37185, 0.0], [1610612765, 1626169, 71.75588, 17.77219, 0.0]]]"
5,92,515,"[1, 1445992086624, 147.34, 3.52, None, [[-1, -1, 83.31779, 22.40718, 11.56037], [1610612737, 200794, 82.22663, 22.06493, 0.0], [1610612737, 200757, 67.51151, 38.15931, 0.0], [1610612737, 201168, 84.17612, 32.86412, 0.0], [1610612737, 203934, 82.20476, 1.67767, 0.0], [1610612737, 203471, 88.69461, 15.65145, 0.0], [1610612765, 202704, 77.50354, 32.09573, 0.0], [1610612765, 202694, 85.94524, 21.25506, 0.0], [1610612765, 203484, 80.1925, 10.34108, 0.0], [1610612765, 203083, 86.32071, 26.66532, 0.0], [1610612765, 1626169, 79.22915, 19.7532, 0.0]]]"
5,92,548,"[1, 1445992087944, 146.01, 24.0, None, [[-1, -1, 87.52103, 25.99776, 10.1393], [1610612737, 200794, 88.33197, 24.13721, 0.0], [1610612737, 200757, 61.17055, 35.40017, 0.0], [1610612737, 201168, 86.31529, 28.94218, 0.0], [1610612737, 203934, 69.63853, 6.45751, 0.0], [1610612737, 203471, 87.19049, 17.56514, 0.0], [1610612765, 202704, 84.19241, 32.29755, 0.0], [1610612765, 202694, 87.99542, 22.80654, 0.0], [1610612765, 203484, 70.06124, 9.49755, 0.0], [1610612765, 203083, 85.43322, 26.50737, 0.0], [1610612765, 1626169, 85.30715000000001, 21.45581, 0.0]]]"
5,92,648,"[1, 1445992091944, 142.01, 21.5, None, [[-1, -1, 55.62383, 22.66825, 4.34043], [1610612737, 200794, 78.15605, 3.54358, 0.0], [1610612737, 200757, 53.14984, 36.91684, 0.0], [1610612737, 201168, 74.77109, 27.11026, 0.0], [1610612737, 203934, 43.87319, 10.87146, 0.0], [1610612737, 203471, 57.13547, 21.9724, 0.0], [1610612765, 202704, 73.28531, 33.34316, 0.0], [1610612765, 202694, 80.71429, 15.16945, 0.0], [1610612765, 203484, 61.38027, 19.79275, 0.0], [1610612765, 203083, 82.42774, 25.61075, 0.0], [1610612765, 1626169, 70.42821, 18.37545, 0.0]]]"
5,92,710,"[1, 1445992094424, 139.52, 19.2, None, [[-1, -1, 53.53843, 18.28979, 2.81764], [1610612737, 200794, 86.74026, 5.13857, 0.0], [1610612737, 200757, 65.73767, 44.07691, 0.0], [1610612737, 201168, 80.34675, 16.81238, 0.0], [1610612737, 203934, 66.31466, 4.27072, 0.0], [1610612737, 203471, 53.13434, 19.14055, 0.0], [1610612765, 202704, 73.37231, 35.92632, 0.0], [1610612765, 202694, 85.1529, 11.49151, 0.0], [1610612765, 203484, 59.54518, 20.36216, 0.0], [1610612765, 203083, 82.68091, 20.7343, 0.0], [1610612765, 1626169, 73.10497, 10.06941, 0.0]]]"
5,92,740,"[1, 1445992095624, 138.32, 18.08, None, [[-1, -1, 52.79466, 20.98465, 3.2608], [1610612737, 200794, 85.23901, 9.42907, 0.0], [1610612737, 200757, 72.04729, 46.37494, 0.0], [1610612737, 201168, 71.38049, 18.1937, 0.0], [1610612737, 203934, 74.69048, 2.74547, 0.0], [1610612737, 203471, 52.09045, 20.09742, 0.0], [1610612765, 202704, 76.62267, 36.29813, 0.0], [1610612765, 202694, 85.75134, 13.11706, 0.0], [1610612765, 203484, 59.10006, 20.93875, 0.0], [1610612765, 203083, 79.53671, 19.49925, 0.0], [1610612765, 1626169, 77.88226, 7.29116, 0.0]]]"
5,92,750,"[1, 1445992096025, 137.92, 17.71, None, [[-1, -1, 53.17508, 20.22979, 3.46163], [1610612737, 200794, 85.00529, 10.77289, 0.0], [1610612737, 200757, 74.05943, 46.56176, 0.0], [1610612737, 201168, 67.97125, 19.50462, 0.0], [1610612737, 203934, 77.58857, 2.42227, 0.0], [1610612737, 203471, 52.10949, 20.16005, 0.0], [1610612765, 202704, 77.76744, 35.96087, 0.0], [1610612765, 202694, 85.16627, 13.60611, 0.0], [1610612765, 203484, 57.82297, 21.00985, 0.0], [1610612765, 203083, 77.55533, 19.39473, 0.0], [1610612765, 1626169, 79.6368, 6.52782, 0.0]]]"
5,92,771,"[1, 1445992096864, 137.08, 16.93, None, [[-1, -1, 51.5673, 18.18663, 3.66721], [1610612737, 200794, 86.08518, 11.87717, 0.0], [1610612737, 200757, 78.03231, 47.56214, 0.0], [1610612737, 201168, 62.02568, 21.39142, 0.0], [1610612737, 203934, 83.25769, 5.1934000000000005, 0.0], [1610612737, 203471, 52.56417, 18.69441, 0.0], [1610612765, 202704, 79.93156, 35.03292, 0.0], [1610612765, 202694, 83.90849, 15.06916, 0.0], [1610612765, 203484, 54.70887, 19.27966, 0.0], [1610612765, 203083, 74.40547, 19.73694, 0.0], [1610612765, 1626169, 83.23038, 5.82042, 0.0]]]"
5,92,846,"[1, 1445992099864, 134.07, 14.14, None, [[-1, -1, 72.85664, 15.23859, 5.32114], [1610612737, 200794, 88.60078, 2.6784, 0.0], [1610612737, 200757, 76.12965, 46.29303, 0.0], [1610612737, 201168, 65.0078, 12.89542, 0.0], [1610612737, 203934, 92.97078, 17.65252, 0.0], [1610612737, 203471, 71.86049, 14.68866, 0.0], [1610612765, 202704, 81.65724, 31.59169, 0.0], [1610612765, 202694, 85.17777, 15.69063, 0.0], [1610612765, 203484, 64.96052, 10.05831, 0.0], [1610612765, 203083, 79.09385, 19.52697, 0.0], [1610612765, 1626169, 87.65072, 14.09708, 0.0]]]"
5,92,925,"[1, 1445992103024, 130.9, 11.2, None, [[-1, -1, 80.29686, 21.28042, 4.73331], [1610612737, 200794, 87.44124, 1.30992, 0.0], [1610612737, 200757, 60.39113, 32.680930000000004, 0.0], [1610612737, 201168, 85.42731, 18.7868, 0.0], [1610612737, 203934, 82.39274, 36.891890000000004, 0.0], [1610612737, 203471, 64.30426, 17.84349, 0.0], [1610612765, 202704, 82.99293, 28.82129, 0.0], [1610612765, 202694, 84.44664, 5.38882, 0.0], [1610612765, 203484, 81.00697, 20.02416, 0.0], [1610612765, 203083, 86.31488, 20.52369, 0.0], [1610612765, 1626169, 86.58703, 32.55306, 0.0]]]"
5,92,964,"[1, 1445992104583, 129.34, 23.05, None, [[-1, -1, 69.7151, 28.42333, 3.11767], [1610612737, 200794, 61.94911, 7.31613, 0.0], [1610612737, 200757, 44.86008, 28.94026, 0.0], [1610612737, 201168, 73.45693, 16.66118, 0.0], [1610612737, 203934, 60.7599, 33.29443, 0.0], [1610612737, 203471, 57.23444, 22.920090000000002, 0.0], [1610612765, 202704, 70.68835, 31.02516, 0.0], [1610612765, 202694, 57.83159, 8.925650000000001, 0.0], [1610612765, 203484, 69.61817, 26.79862, 0.0], [1610612765, 203083, 79.64091, 21.3575, 0.0], [1610612765, 1626169, 69.85992, 40.58939, 0.0]]]"
5,92,989,"[1, 1445992105584, 128.34, 22.0, None, [[-1, -1, 58.22184, 34.14026, 2.12349], [1610612737, 200794, 42.3313, 13.13768, 0.0], [1610612737, 200757, 32.5984, 27.91782, 0.0], [1610612737, 201168, 60.79772, 17.4451, 0.0], [1610612737, 203934, 44.9495, 37.14809, 0.0], [1610612737, 203471, 48.91543, 27.29062, 0.0], [1610612765, 202704, 59.32194, 33.29002, 0.0], [1610612765, 202694, 38.13754, 10.34304, 0.0], [1610612765, 203484, 61.33249, 26.78801, 0.0], [1610612765, 203083, 70.65735, 22.29869, 0.0], [1610612765, 1626169, 55.18009, 45.79254, 0.0]]]"
5,92,1008,"[1, 1445992106343, 127.58, 21.21, None, [[-1, -1, 48.71336, 34.92357, 2.16555], [1610612737, 200794, 28.15744, 15.78703, 0.0], [1610612737, 200757, 26.13753, 27.58341, 0.0], [1610612737, 201168, 50.84971, 18.46416, 0.0], [1610612737, 203934, 34.46468, 40.74647, 0.0], [1610612737, 203471, 40.86633, 29.49576, 0.0], [1610612765, 202704, 49.71258, 33.96112, 0.0], [1610612765, 202694, 25.43455, 11.48105, 0.0], [1610612765, 203484, 53.82475, 22.19967, 0.0], [1610612765, 203083, 62.10565, 23.35946, 0.0], [1610612765, 1626169, 44.12453, 47.94919, 0.0]]]"
5,92,1029,"[1, 1445992107183, 126.74, 20.33, None, [[-1, -1, 40.06378, 35.76453, 0.50261], [1610612737, 200794, 17.41648, 17.95939, 0.0], [1610612737, 200757, 21.70434, 24.90131, 0.0], [1610612737, 201168, 40.31522, 19.22094, 0.0], [1610612737, 203934, 25.27671, 43.10729, 0.0], [1610612737, 203471, 32.31575, 31.52224, 0.0], [1610612765, 202704, 40.90493, 34.46164, 0.0], [1610612765, 202694, 15.40442, 13.08232, 0.0], [1610612765, 203484, 45.28451, 15.1803, 0.0], [1610612765, 203083, 51.66143, 24.07246, 0.0], [1610612765, 1626169, 33.1021, 48.76268, 0.0]]]"
5,92,1047,"[1, 1445992107903, 126.02, 19.57, None, [[-1, -1, 36.40739, 36.59066, 3.9617500000000003], [1610612737, 200794, 12.06034, 18.6559, 0.0], [1610612737, 200757, 19.36681, 21.42382, 0.0], [1610612737, 201168, 32.50592, 20.2224, 0.0], [1610612737, 203934, 20.13049, 43.91745, 0.0], [1610612737, 203471, 28.03545, 31.85371, 0.0], [1610612765, 202704, 36.70248, 35.65614, 0.0], [1610612765, 202694, 10.89764, 12.82634, 0.0], [1610612765, 203484, 38.65643, 10.48048, 0.0], [1610612765, 203083, 42.85497, 24.19602, 0.0], [1610612765, 1626169, 25.0423, 48.5626, 0.0]]]"
6,105,31,"[1, 1445992272257, 118.92, 21.33, None, [[-1, -1, 45.34535, 7.96314, 2.77224], [1610612737, 201143, 74.8935, 33.28522, 0.0], [1610612737, 200757, 52.04528, 24.9903, 0.0], [1610612737, 201168, 74.49085, 16.03236, 0.0], [1610612737, 203934, 89.79601, 5.48542, 0.0], [1610612737, 203471, 44.17301, 7.30324, 0.0], [1610612765, 2581, 59.10113, 16.46923, 0.0], [1610612765, 203382, 76.6035, 16.09481, 0.0], [1610612765, 202694, 78.53638, 31.21429, 0.0], [1610612765, 203484, 64.92559, 26.31758, 0.0], [1610612765, 1626169, 91.04027, 7.73094, 0.0]]]"
6,105,39,"[1, 1445992272578, 118.59, 20.94, None, [[-1, -1, 48.62545, 7.57866, 2.37107], [1610612737, 201143, 74.71275, 33.22937, 0.0], [1610612737, 200757, 56.03695, 28.41927, 0.0], [1610612737, 201168, 74.53671, 15.94766, 0.0], [1610612737, 203934, 89.49559, 5.8186800000000005, 0.0], [1610612737, 203471, 47.36431, 6.6112, 0.0], [1610612765, 2581, 61.69124, 15.61302, 0.0], [1610612765, 203382, 76.65315, 15.76676, 0.0], [1610612765, 202694, 78.78486, 31.35641, 0.0], [1610612765, 203484, 66.77489, 29.0045, 0.0], [1610612765, 1626169, 90.61318, 8.26251, 0.0]]]"
